ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,split,Days to deadline
1000103948,Superhero Teddy Bear,DIY,Crafts,GBP,2016-01-05 00:00:00,12000.0,2015-12-06 20:09:06,0.0,0,0,GB,0.0,0.0,17489.65,-0.019434465418166583,29
1000104953,Rebel Army Origins: The Heroic Story Of Major Gripes,Comics,Comics,GBP,2016-01-28 00:00:00,100.0,2015-12-29 16:59:29,112.38,1,27,GB,167.7,160.6,142.91,0.7481254425795171,29
100011318,My Moon - Animated Short Film,Animation,Film & Video,USD,2017-05-03 00:00:00,50000.0,2017-04-03 17:11:33,57577.31,1,840,US,10120.0,57577.31,50000.0,0.7369629282786161,29
1000115172,Daily Brew Coffee,Food Trucks,Food,GBP,2015-03-31 00:00:00,3500.0,2015-03-01 18:06:32,21.0,0,1,GB,32.42,31.09,5181.12,-0.2034520721424102,29
1000117861,Ledr workbook: one tough journal!,Product Design,Design,USD,2016-10-08 00:00:00,1000.0,2016-09-07 13:14:26,47266.0,1,549,US,11253.0,47266.0,1000.0,-0.7692113045979591,30
1000120151,Feather Cast Furled Fly Fishing Leaders,Product Design,Design,AUD,2015-08-22 00:00:00,2000.0,2015-07-23 03:09:43,2000.0,1,18,AU,1473.62,1427.35,1427.35,-0.05901498191363869,29
1000120287,BB130A,Public Art,Art,USD,2013-03-24 00:00:00,25000.0,2013-02-12 01:07:28,1395.0,0,30,US,1395.0,1395.0,25000.0,0.6402231617171572,39
100012079,Chris Eger Band - New Nashville Record!,Music,Music,USD,2014-08-13 00:00:00,12000.0,2014-07-14 22:35:51,13260.0,1,92,US,13260.0,13260.0,12000.0,0.1026276175976782,29
1000131947,Arrows & Sound Debut Album,Indie Rock,Music,USD,2012-05-19 00:00:00,4000.0,2012-04-19 01:04:31,8641.34,1,157,US,8641.34,8641.34,4000.0,-0.7632872216460356,29
1000134913,Galaxy: Winnie and Friends,Illustration,Art,USD,2016-01-27 00:00:00,3000.0,2015-12-23 21:47:29,17.0,0,2,US,17.0,17.0,3000.0,0.5726344622497146,34
1000160286,"""THE RETURN"" book project",Photography,Photography,USD,2013-12-13 00:00:00,15000.0,2013-11-13 00:34:20,23907.0,1,232,US,23907.0,23907.0,15000.0,0.8596403791120896,29
1000170964,Penny Bingo Playing Card Game fun for the whole family!,Tabletop Games,Games,USD,2017-03-27 00:00:00,1500.0,2017-03-02 04:01:43,856.0,0,25,US,324.0,856.0,1500.0,2.0148281047033976,24
1000171141,"The Please, Please Me: Studio Premiere",Pop,Music,USD,2012-09-01 00:00:00,10000.0,2012-07-15 03:27:33,12656.0,1,181,US,12656.0,12656.0,10000.0,-1.3762100887415445,47
1000182258,WE ARE ONE: STREET MUSIC OF NEW ORLEANS,Documentary,Film & Video,USD,2013-10-01 00:00:00,2500.0,2013-08-27 20:17:27,0.0,0,0,US,0.0,0.0,2500.0,0.5929596496980989,34
1000183112,Hot Chicken Takes Over.,Restaurants,Food,USD,2014-10-16 00:00:00,40000.0,2014-09-16 02:31:08,63401.0,1,855,US,63401.0,63401.0,40000.0,0.5256506951405278,29
1000184224,Star and the Snowman,Narrative Film,Film & Video,USD,2013-02-23 00:00:00,8000.0,2013-01-24 06:04:05,9401.0,1,154,US,9401.0,9401.0,8000.0,2.2041005319940283,29
1000190427,Seas of Iron,Tabletop Games,Games,USD,2013-07-19 00:00:00,3000.0,2013-06-19 03:16:33,8105.0,1,218,US,8105.0,8105.0,3000.0,0.908747868753236,29
1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,Narrative Film,Film & Video,USD,2014-02-05 00:00:00,60000.0,2014-01-11 00:57:14,61365.16,1,632,US,61365.16,61365.16,60000.0,0.9956543662818907,24
1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,2015-05-08 00:00:00,7500.0,2015-04-08 02:53:18,3.0,0,3,US,3.0,3.0,7500.0,0.9874927355181254,29
1000212914,A Teacher's Travels in China,Photography,Photography,USD,2012-05-13 00:00:00,4000.0,2012-04-18 23:34:56,4866.17,1,71,US,4866.17,4866.17,4000.0,-0.16324701009479595,24
1000226576,Following the Call - A Novel,Fiction,Publishing,USD,2016-02-01 00:00:00,13500.0,2016-01-02 08:06:07,0.0,0,0,US,0.0,0.0,13500.0,-0.8114576920168894,29
1000227361,UNDERWATER,Film & Video,Film & Video,USD,2012-03-26 00:00:00,9500.0,2012-02-13 19:00:37,9660.0,1,121,US,9660.0,9660.0,9500.0,-1.8736110416065923,41
1000232288,Empires at Sea,Tabletop Games,Games,USD,2015-06-23 00:00:00,25000.0,2015-05-24 12:47:52,37199.0,1,448,US,37199.0,37199.0,25000.0,-1.6329886636740618,29
1000233415,Teachers In The Sky,Documentary,Film & Video,USD,2016-06-18 00:00:00,250000.0,2016-04-19 23:53:22,65.0,0,2,US,65.0,65.0,250000.0,0.3247468577233976,59
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,2016-10-13 00:00:00,12000.0,2016-09-13 11:59:57,137.0,0,2,IT,0.0,150.73,13202.34,-0.5527463500022233,29
1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,2016-06-22 00:00:00,5000.0,2016-05-23 18:10:04,587.0,0,8,US,587.0,587.0,5000.0,-1.1880729488090886,29
1000235643,HIIT Bottle™,Drinks,Food,USD,2015-04-27 00:00:00,15000.0,2015-03-13 18:33:08,124998.0,1,2784,US,124998.0,124998.0,15000.0,0.906652419439554,44
1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,2015-04-09 00:00:00,850.0,2015-02-23 00:10:28,485.0,0,13,US,485.0,485.0,850.0,0.14496400621255998,44
1000245024,Safer Home,Hardware,Technology,CAD,2015-07-03 00:00:00,50000.0,2015-06-03 05:52:43,0.0,0,0,CA,0.0,0.0,39739.31,-0.2402089185007045,29
1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,2011-07-08 00:00:00,15000.0,2011-05-09 15:08:51,15425.0,1,144,US,15425.0,15425.0,15000.0,0.1905517720783503,59
1000256230,Shreddit - Privacy on Reddit,Software,Technology,GBP,2017-07-02 00:00:00,2000.0,2017-06-02 12:20:21,0.0,0,0,GB,0.0,0.0,2579.35,-2.0086975745560234,29
1000257563,"""Flying"" Carpets from Azerbaijan, Iran and Turkey/Anatolia",Weaving,Crafts,GBP,2015-04-29 00:00:00,5000.0,2015-03-30 19:55:31,2.0,0,1,GB,2.98,3.09,7716.41,0.4943247323133079,29
1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,2016-08-24 00:00:00,500.0,2016-07-12 17:31:42,218.0,0,6,GB,174.83,288.03,660.62,0.6246666658230348,42
1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,2016-06-09 00:00:00,68000.0,2016-05-10 22:52:00,0.0,0,0,US,0.0,0.0,68000.0,-0.33094833440455496,29
1000294559,Secular Solstice 2014,Festivals,Theater,USD,2014-10-27 00:00:00,7500.0,2014-10-02 01:50:58,8157.01,1,164,US,8157.01,8157.01,7500.0,1.6109842184582999,24
1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,2015-10-30 00:00:00,50000.0,2015-08-31 06:33:31,1410.0,0,38,US,1410.0,1410.0,50000.0,-1.420896764956485,59
1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,2014-08-31 00:00:00,13000.0,2014-08-01 00:02:17,1811.0,0,34,US,1811.0,1811.0,13000.0,-0.2166227864873332,29
1000332383,Road to the Shire,Documentary,Film & Video,USD,2012-02-14 00:00:00,4000.0,2012-01-11 20:13:55,4045.0,1,29,US,4045.0,4045.0,4000.0,1.2491400894343494,33
1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,2015-02-26 00:00:00,500.0,2015-02-04 18:54:23,1540.0,1,31,US,1540.0,1540.0,500.0,-0.5501742518089452,21
1000334074,The Locals Only Shirt,Fashion,Fashion,USD,2012-05-18 00:00:00,500.0,2012-05-01 07:11:25,754.82,1,36,US,754.82,754.82,500.0,0.8005527811832914,16
1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,2016-10-30 00:00:00,10000.0,2016-08-31 18:13:01,88.0,0,9,DE,22.35,97.62,11092.99,-0.8144322546953442,59
1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,2013-06-16 00:00:00,5000.0,2013-04-17 00:58:02,110.0,0,2,US,110.0,110.0,5000.0,1.3945383875891295,59
1000340977,My Coffee Box,Drinks,Food,USD,2014-06-16 00:00:00,3000.0,2014-05-17 22:43:36,1027.0,0,18,US,1027.0,1027.0,3000.0,-0.9246253105429064,29
1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,2012-12-13 00:00:00,4500.0,2012-10-30 08:53:03,409.0,0,10,US,409.0,409.0,4500.0,-1.0337495172748985,43
1000348690,The Silence of Hollowind - Urban Fantasy RPG,Tabletop Games,Games,EUR,2017-11-23 00:00:00,5000.0,2017-10-24 16:58:01,11238.0,1,346,IT,5509.51,13347.43,5938.52,1.1769646746513382,29
1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,2012-03-06 00:00:00,4289.0,2012-01-21 18:25:26,474.0,0,14,US,474.0,474.0,4289.0,-0.40688704733832304,44
1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,2012-08-14 00:00:00,2000.0,2012-06-30 20:05:26,2075.0,1,40,US,2075.0,2075.0,2000.0,-0.5653435087862664,44
1000374001,The Dark Waters Project,Indie Rock,Music,USD,2013-04-07 00:00:00,10000.0,2013-02-20 01:48:42,10414.0,1,113,US,10414.0,10414.0,10000.0,0.7757382319925812,45
1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,2014-04-03 00:00:00,1500.0,2014-03-04 17:24:51,1932.99,1,29,US,1932.99,1932.99,1500.0,-0.20227228303033745,29
1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,2014-01-27 00:00:00,3000.0,2013-12-18 20:54:02,3755.0,1,52,US,3755.0,3755.0,3000.0,-1.2897079882315152,39
1000392220,The Girls Bathroom,Webseries,Film & Video,USD,2011-07-31 00:00:00,2000.0,2011-07-06 16:35:45,2252.99,1,45,US,2252.99,2252.99,2000.0,-0.21851762424093524,24
1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,2014-05-11 00:00:00,500.0,2014-04-10 23:04:22,756.0,1,8,US,756.0,756.0,500.0,-0.527226756233803,30
1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,2016-12-28 00:00:00,1000.0,2016-11-28 17:58:04,1055.0,1,19,US,0.0,1055.0,1000.0,0.6449004991774029,29
1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,2016-11-20 00:00:00,500.0,2016-10-21 16:23:31,156.0,0,4,US,1.0,156.0,500.0,-0.13069641618490588,29
10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,Shorts,Film & Video,USD,2017-05-08 00:00:00,1800.0,2017-04-03 23:25:55,22.0,0,2,US,7.0,22.0,1800.0,0.34149624753192104,34
1000445513,Bold Threadz,Fashion,Fashion,USD,2012-09-20 00:00:00,5400.0,2012-08-02 04:47:11,5858.0,1,131,US,5858.0,5858.0,5400.0,0.4692984600601726,48
1000450327,Happy Fix USA,Apparel,Fashion,USD,2014-10-01 00:00:00,1750.0,2014-08-17 17:06:42,1805.0,1,25,US,1805.0,1805.0,1750.0,0.4503685818972945,44
1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,2012-03-24 00:00:00,1000.0,2012-02-12 17:33:14,1455.0,1,41,US,1455.0,1455.0,1000.0,2.0558993152861653,40
1000468345,iRNinja - Control your TV with a simple press of a button,Gadgets,Technology,USD,2017-06-14 00:00:00,500.0,2017-05-10 16:00:18,74.0,0,6,US,261.0,74.0,500.0,-1.1170738740560946,34
1000476123,Mama's Meatballs,Food,Food,USD,2014-08-07 00:00:00,100.0,2014-07-08 18:52:26,0.0,0,0,US,0.0,0.0,100.0,0.6685526536302919,29
1000481607,Alpha Omega E.P.,Metal,Music,USD,2016-09-30 00:00:00,1000.0,2016-09-05 22:34:26,472.0,0,13,US,0.0,472.0,1000.0,0.974847331031468,24
1000491057,AllThis TV,Comedy,Film & Video,USD,2017-04-09 00:00:00,50000.0,2017-03-10 01:12:32,40.0,0,3,US,20.0,40.0,50000.0,0.7097232006684772,29
1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,2016-05-18 00:00:00,6325.0,2016-03-19 21:51:03,10.0,0,2,US,10.0,10.0,6325.0,-0.4602097421161963,59
1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,2010-11-08 00:00:00,20000.0,2010-10-09 22:48:40,270.0,0,4,US,270.0,270.0,20000.0,-1.044286992466486,29
1000509854,"Jane Brown... a story of courage, survival and love",Periodicals,Publishing,USD,2011-12-31 00:00:00,25000.0,2011-10-31 23:01:57,0.0,0,0,US,0.0,0.0,25000.0,-1.6346587980975915,60
1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,2012-10-11 00:00:00,125000.0,2012-09-06 06:59:37,3012.0,0,67,US,3012.0,3012.0,125000.0,0.3797971043156532,34
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,2014-10-06 00:00:00,3400.0,2014-08-07 13:24:34,0.0,0,0,US,0.0,0.0,3400.0,-0.3922775122067279,59
1000519001,Wordwright: re·de·fin·ing word play,Tabletop Games,Games,USD,2015-12-29 00:00:00,2000.0,2015-11-21 14:12:27,14794.0,1,624,US,14794.0,14794.0,2000.0,0.032533372299043364,37
1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,2014-09-30 00:00:00,20000.0,2014-09-01 23:39:19,0.0,0,0,US,0.0,0.0,20000.0,-0.3675973068710128,28
1000521421,A photobook of life in Japan,Photography,Photography,USD,2013-03-14 00:00:00,3200.0,2013-02-12 03:11:43,568.0,0,11,US,568.0,568.0,3200.0,-1.4503596928875369,29
1000524949,Operation: Make Stuff,Video Games,Games,USD,2012-10-18 00:00:00,200.0,2012-09-18 04:46:06,306.72,1,36,US,306.72,306.72,200.0,-0.6071628598923796,29
1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,2012-10-28 00:00:00,250000.0,2012-09-28 09:33:59,90771.0,0,120,US,90771.0,90771.0,250000.0,0.6614508452391203,29
1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,2013-03-30 00:00:00,800.0,2013-02-28 03:02:09,1062.57,1,20,US,1062.57,1062.57,800.0,1.2229594089812303,29
1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,2015-09-16 00:00:00,4000.0,2015-08-17 15:37:03,282.0,0,12,IE,313.3,322.02,4567.62,0.16141153817274967,29
1000558429,Sellegg start up classified site,Web,Technology,USD,2016-03-20 00:00:00,15000.0,2016-03-02 02:13:52,25.0,0,1,US,25.0,25.0,15000.0,0.902286853284589,17
1000567557,The Seven Rays,World Music,Music,USD,2012-04-09 00:00:00,3000.0,2012-02-24 02:52:41,260.0,0,8,US,260.0,260.0,3000.0,-2.0444519992267742,44
10005784,DOGMA - Short Film,Drama,Film & Video,GBP,2015-03-20 00:00:00,750.0,2015-03-06 15:13:20,756.0,1,15,GB,1153.31,1122.89,1113.98,0.18659878558458887,13
1000581804,Architecture & Design Website,Architecture,Design,GBP,2014-09-28 00:00:00,500.0,2014-08-29 19:47:50,0.0,0,0,GB,0.0,0.0,803.32,0.10144883408605143,29
1000586849,#NotMyPresident Protest Tees,Apparel,Fashion,USD,2016-12-22 00:00:00,2500.0,2016-11-22 04:46:10,25.0,0,1,US,30.0,25.0,2500.0,-1.4164944854191637,29
1000590709,Musical Light Suit,Hardware,Technology,USD,2011-06-28 00:00:00,6000.0,2011-05-19 09:09:15,20.0,0,2,US,20.0,20.0,6000.0,1.8513943534998918,39
1000598804,Gone In 61 Seconds,Tabletop Games,Games,USD,2017-11-08 00:00:00,1000.0,2017-11-03 13:44:35,875.0,0,14,US,420.0,875.0,1000.0,-2.217667865739525,4
1000600868,Musical stage (escenario musical),Latin,Music,MXN,2017-04-17 00:00:00,18000.0,2017-03-03 22:34:24,10.0,0,1,MX,0.0,0.53,955.82,0.26912755542242817,44
1000602156,HYDRA DICE,Games,Games,USD,2012-06-06 00:00:00,12000.0,2012-05-07 07:42:47,3100.66,0,89,US,3100.66,3100.66,12000.0,0.06522610855080692,29
1000620551,Islamic World - Strategic gaming with Islamic values,Mobile Games,Games,GBP,2014-08-19 00:00:00,1925.0,2014-07-20 12:52:57,293.0,0,5,GB,500.63,485.72,3191.15,0.7391365712461526,29
1000624031,Hangar 1 Foundation,Flight,Technology,USD,2014-10-18 00:00:00,8500.0,2014-09-03 19:40:43,1355.0,0,4,US,1355.0,1355.0,8500.0,0.2530291176623098,44
1000629643,ODIN: Android 'Smart' Projector to Carry in Your Pocket,Hardware,Technology,USD,2014-07-08 00:00:00,250000.0,2014-05-28 13:54:18,268192.0,1,561,US,268192.0,268192.0,250000.0,-0.21669229907654744,40
1000644119,Operación Douve,Action,Film & Video,EUR,2016-05-01 00:00:00,100.0,2016-03-02 19:09:05,20.0,0,2,ES,21.77,22.85,114.27,0.7221490778349386,59
1000648117,42 Sketches 2013,Art Books,Publishing,USD,2013-04-07 00:00:00,1000.0,2013-03-18 21:16:10,2883.5,1,78,US,2883.5,2883.5,1000.0,2.54139656133588,19
1000648918,"ADVENT SAGA, DIGITAL TACTICAL CARD GAME",Video Games,Games,USD,2014-07-31 00:00:00,70000.0,2014-07-01 16:01:41,15542.11,0,260,US,15542.11,15542.11,70000.0,0.2539345716294948,29
100065084,One Man's Opinion Of Moonlight Song Collection,Music,Music,USD,2017-06-29 00:00:00,1450.0,2017-06-14 19:57:18,1647.0,1,33,US,0.0,1647.0,1450.0,-0.7156130643097818,14
1000650960,"Crap Amidst Hilarity, vol. 1",Playing Cards,Games,USD,2016-03-22 00:00:00,7500.0,2016-01-22 01:36:45,942.25,0,55,US,942.25,942.25,7500.0,0.9541786019000636,59
1000654344,"Packable, Fashionable & Protective; the ULTIMATE sun hat.",Fashion,Fashion,USD,2014-06-07 00:00:00,36000.0,2014-05-01 17:36:59,91003.67,1,750,US,91003.67,91003.67,36000.0,-0.2871372879387463,36
1000656794,VoxCube - 8x8x8 RGB LED chainable cubes,Makerspaces,Technology,AUD,2016-04-01 00:00:00,129000.0,2016-03-02 00:15:02,11601.5,0,32,AU,8267.42,8910.52,99078.34,-0.13429314930315187,29
1000659557,New world disorder,Punk,Music,USD,2016-07-05 00:00:00,5000.0,2016-06-05 18:46:18,0.0,0,0,US,0.0,0.0,5000.0,0.967900754277325,29
1000682368,"Rack and Ruin, Out of Orbit 3",Fiction,Publishing,GBP,2015-06-17 00:00:00,2500.0,2015-05-18 21:52:36,1315.0,0,29,GB,2068.07,2082.74,3959.58,-0.2436531886100688,29
1000684975,Help me prepare for an upcoming art show,Painting,Art,USD,2016-04-24 00:00:00,1200.0,2016-03-10 21:25:41,2.0,0,2,US,2.0,2.0,1200.0,0.7632048037646969,44
1000699196,COVENANT,Jazz,Music,USD,2014-12-07 00:00:00,32000.0,2014-11-07 18:02:15,4670.0,0,42,US,4670.0,4670.0,32000.0,0.148064104106072,29
1000710630,Our Shared Stories: An Afghan Diary,Anthologies,Publishing,USD,2016-08-20 00:00:00,7500.0,2016-07-06 16:22:04,9500.0,1,86,US,880.0,9500.0,7500.0,1.032922428776151,44
1000719127,The Gentle Art Of Tutelage,Narrative Film,Film & Video,USD,2013-03-20 00:00:00,50000.0,2013-01-19 18:38:31,2161.0,0,26,US,2161.0,2161.0,50000.0,-0.16144516700525227,59
1000725978,"Air Bonsai | Create your ""little star""",Product Design,Design,USD,2016-03-01 00:00:00,80000.0,2016-01-21 12:18:00,843743.0,1,3784,US,843743.0,843743.0,80000.0,-0.9688510062327802,39
1000727905,Wrist Covers,Product Design,Design,USD,2015-04-24 00:00:00,9500.0,2015-02-23 19:39:59,0.0,0,0,US,0.0,0.0,9500.0,1.892714128514835,59
1000741180,High Stakes: A Short Film,Shorts,Film & Video,USD,2013-11-03 00:00:00,5000.0,2013-10-09 21:55:16,5120.0,1,81,US,5120.0,5120.0,5000.0,0.003815361224774296,24
1000741387,Fomatek: Foam Laptop Desks & Music Stands Elevate your Gear.,Product Design,Design,USD,2015-09-26 00:00:00,10000.0,2015-08-27 22:02:59,805.0,0,10,US,805.0,805.0,10000.0,0.3958446603806621,29
1000758916,Keys to the Moon's First Full Length Album!,Music,Music,USD,2016-10-01 00:00:00,4000.0,2016-09-01 15:32:07,4629.0,1,37,US,15.0,4629.0,4000.0,0.3125925608735557,29
1000770149,Worrisome Wilf's Beastly Bedtime,Children's Books,Publishing,GBP,2013-06-12 00:00:00,5500.0,2013-05-13 13:59:23,5721.0,1,140,GB,8787.83,8937.95,8592.68,-1.020930532350766,29
1000772297,"Airfoil Click Pen: Aviation Inspired, for gel & rollerball",Product Design,Design,USD,2014-10-05 00:00:00,5000.0,2014-09-09 20:17:23,26407.0,1,327,US,26407.0,26407.0,5000.0,0.015024783903904469,25
1000776914,"VLC for the new Windows 8 User Experience (""Metro"")",Software,Technology,GBP,2012-12-29 00:00:00,40000.0,2012-11-29 13:54:50,47056.86,1,3080,GB,75365.14,75379.02,64074.84,0.4909917178893648,29
1000777557,Raise funds for the new JonathanGluck and the Wayward Kind album!,Rock,Music,USD,2010-09-19 00:00:00,4000.0,2010-07-30 23:23:15,30.0,0,2,US,30.0,30.0,4000.0,0.5673178928569618,50
1000781363,The Spider and the Fly,Children's Books,Publishing,USD,2014-07-09 00:00:00,19650.0,2014-06-09 09:10:06,20313.0,1,164,US,20313.0,20313.0,19650.0,-0.17013680448288546,29
1000785030,Day of the Dead Tyrion Lannister Calavera Vinyl Stickers,Illustration,Art,USD,2015-01-17 00:00:00,275.0,2015-01-03 04:12:23,642.0,1,40,US,642.0,642.0,275.0,-0.3737678424705049,13
1000788629,Camille Peruto - NEW ALBUM,Pop,Music,USD,2016-07-06 00:00:00,15000.0,2016-05-07 00:02:52,18009.0,1,69,US,18009.0,18009.0,15000.0,-2.1378837014237586,59
1000802137,Tye's Photographic Journey.,People,Photography,USD,2015-12-12 00:00:00,2500.0,2015-11-12 07:06:24,0.0,0,0,US,0.0,0.0,2500.0,0.028116349432204115,29
1000804742,The Chelsea Chronicle Podcast,Audio,Journalism,GBP,2017-02-24 00:00:00,10000.0,2017-01-25 16:21:21,337.5,0,15,GB,115.05,423.72,12554.61,-0.25729884725944263,29
1000810416,Wildlife Inspired T-Shirts; Help Me To Help Wildlife,Apparel,Fashion,GBP,2017-07-31 00:00:00,200.0,2017-07-06 17:49:08,15.0,0,1,GB,19.4,19.72,262.92,-0.43295579595928296,24
1000823935,Wax Stacks LP Record Crates,Design,Design,USD,2015-07-15 00:00:00,35000.0,2015-06-15 17:55:05,39209.0,1,120,US,39209.0,39209.0,35000.0,-1.972489498908201,29
1000827890,Throw Over Car Door Dent Protector,Design,Design,USD,2017-03-01 00:00:00,5000.0,2017-02-02 23:49:26,45.0,0,2,US,0.0,45.0,5000.0,1.3405258210818674,26
1000844246,Tofu: Stylish T-Shirts that are Made by Freedom,Apparel,Fashion,USD,2015-08-10 00:00:00,3000.0,2015-07-22 15:31:10,23079.0,1,140,US,23079.0,23079.0,3000.0,-0.1442743500010506,18
1000850525,American Confines vol 1: Cincinnati in 52,Photobooks,Photography,USD,2016-07-20 00:00:00,17500.0,2016-06-20 08:10:03,656.0,0,14,US,615.0,656.0,17500.0,0.01227926696732508,29
100089599,CLOTHING LABEL WITH A 90's STATE OF MIND - MADE IN FRANCE,Apparel,Fashion,EUR,2016-12-18 00:00:00,3286.0,2016-11-18 18:51:27,3776.0,1,44,FR,427.94,3944.43,3432.57,0.874399556237243,29
1000896053,The Ultimate Custom Shark Rig,Product Design,Design,USD,2015-04-24 00:00:00,8000.0,2015-03-25 14:58:46,0.0,0,0,US,0.0,0.0,8000.0,0.17842653748868095,29
1000916036,Conference Paradigm Shift Meeting #3,Performance Art,Art,EUR,2017-12-13 00:00:00,700.0,2017-10-14 08:25:55,85.0,0,4,FR,88.86,100.35,826.42,0.33967470371417025,59
